docid	charname	charid	gender	pubdate	words
coo.31924003473893	Mrs.Olsen	coo.31924003473893|Mrs.Olsen	f	1942	know come looked put dropped cut said placed persuaded arrange sleep take drink sleep gave wants need went bowels nurse was-ask was-persuaded was-drive was-move was-told was-sleep was-constipated was-constipated was-showed said-ask said-mrs. said-olsen said-mrs. said-olsen said-please said-daughter said-burned
coo.31924003473893	MissHilton	coo.31924003473893|MissHilton	f	1942	explained asked suggested starred helped washed suggested listed was left showed went complained finished showed left showed said take nightgown bath mother mother back hand hand side mother said-tomorrow said-eleven said-o'clock said-hope said-mother said-better
coo.31924003473893	MissPrescott	coo.31924003473893|MissPrescott	f	1942	noticed smiled felt turned explained excuse nodded class was-told said-stomach said-aches said-morning said-miss said-unusual said-sick said-slip said-thermometer said-tongue
coo.31924003473893	Drury	coo.31924003473893|Drury	m	1942	got drinking came family enemies head head case unconscious was-got was-drove
coo.31924003473893	Maria	coo.31924003473893|Maria	f	1942	ran screamed jumped stop sobbed hold felt stopped piped going waited loosen is cut put cut called knew groaned turned mother hand hand screaming brother dimitri arm arm arm brother water brother cut wrist arm wrist light bones husband right young was-take was-kissed said-cut said-bread said-toast said-use said-loaf said-mother said-cut said-stop said-screaming said-nervous said-knife said-slipped said-clean said-pressed said-hot said-iron said-wrapped said-wax said-paper said-dimitri said-tie said-hurts said-arm said-wo said-cry said-guess said-big said-shock said-sleep
coo.31924003473893	Mrs.Torrey	coo.31924003473893|Mrs.Torrey	f	1942	went replied took held caught said settled rubbed washed found shook took sent son hands head said-ninety-nine
coo.31924003473893	Frieda	coo.31924003473893|Frieda	f	1942	call were draw shouted pulling called followed called sitting nodded showed leaned opened made moved felt said fell taken was left suggested was help dress cheeks hand hand eyes pulse clothes feet body knees sides burns clothes feet bed appetite care bed window temperature hand white listless was-go was-moved was-wrapped was-wrapped was-allowed was-watched said-olaf said-ladder said-find said-gustav said-pa said-quick said-gustav said-fainted said-move said-child said-burned said-put said-oh said-hurts said-hurts said-tired said-cold said-sleep
coo.31924003473893	Alec	coo.31924003473893|Alec	m	1942	please came swinging pricked loved going ruin groaned going steered have test are jumped heels ears chances idea training sure ???? said-please said-school said-nurse said-office said-ask said-miss said-klein said-want said-stay said-riddle said-simpler said-day-by-day said-requirement said-knowledge said-essential said-success said-work said-keep said-dull said-spare said-asked said-essential said-try said-take said-bath said-day
coo.31924003473893	Floyd	coo.31924003473893|Floyd	m	1942	playing was has been stays asked said felt fell had went took voiced water things temperature turn was-want was-coughing was-keep was-report said-careful said-complication said-measles said-dangerous said-because said-mother said-thing said-cheers said-mother
coo.31924003473893	Mr.Riglio	coo.31924003473893|Mr.Riglio	m	1942	got remember knocked do sleep hear trousers wife daughter earnings wife wife was-frightened said-ah said-sick said-feel said-sick
coo.31924003473893	Mrs.Lessing	coo.31924003473893|Mrs.Lessing	f	1942	had smiled said stopped knitting said-yes said-test said-knowledge said-keeping said-already said-food said-elements said-essential said-health said-children said-today said-instance said-word
coo.31924003473893	Dimitri	coo.31924003473893|Dimitri	m	1942	moved took used gave hurts debated knew looked decided got washed washed patted took bandaged loosened said said do listening gets called explained necktie handkerchief hands dressing wife mother said-blood said-stops said-untwist said-spoon said-loosen said-necktie said-gradually said-hold said-hand said-bleeding said-starts said-dr. said-theophilus said-put said-wrist said-water said-put said-clean said-bandage said-dirty said-ought said-leave said-four said-days said-sleep said-shock
coo.31924003473893	Mr.Swenson	coo.31924003473893|Mr.Swenson	m	1942	let said started saw found said lifted hesitated said went put followed building smiled children knee age big said-olaf said-mother said-horses said-manage said-carry said-gustav said-take said-gustav said-pa. said-follow said-ladder said-carry said-gustav said-state said-shock said-keep said-warm said-please said-hot-water said-bags said-glass said-jars said-hot said-water said-put said-dinner said-plates said-oven said-wrap said-towels said-put said-around said-close said-windows said-keep said-warm
coo.31924003473893	Carmela	coo.31924003473893|Carmela	f	1942	agreed roused coughed talked been have mother head chest said-yes said-days said-ago
coo.31924003473893	Dr.Lessing	coo.31924003473893|Dr.Lessing	m	1942	was came smiled laughed groaned smiled filled chuckled veranda family mind hollyhocks family pipe said-mother said-please said-oh said-bowel said-movement said-day said-dear
coo.31924003473893	Harold	coo.31924003473893|Harold	m	1942	helped sneezed sneezed said want pointed put remembered went knew read need slept felt worked was had felt said knew nodded forget felt done led place sister mother breakfast tongue lips father heart parents album question temperature teacher germs tot glad pleased was-growing was-pleased was-sent said-scuse said-ma said-scuse said-catch said-high-hat said-sniffles said-sneezing said-dull said-eyes said-appetite said-bowel said-movement said-noon said-give said-tablespoonfuls said-milk said-magnesia said-watch said-fever said-degrees said-afternoon said-call said-dr. said-west said-couch said-book said-hankies said-discharges said-nose said-throat said-why said-cover said-coughs said-sneezes said-burn said-hankies said-use said-led said-cheering said-shrimp said-senger said-miss said-rawson said-talking said-prevention said-give said-something said-wo said-catch said-colds said-ways said-keep said-getting said-colds said-keep said-away said-people said-colds said-keep said-warm said-dry said-outdoor said-exercise said-day said-plenty said-sleep said-third said-eat said-plenty said-fruit said-vegetables said-along said-meat said-fish said-drink said-least said-pint said-milk said-day said-choose said-bread said-cereals said-whole said-wheat said-try said-eat said-egg said-day said-six said-glasses said-water said-day said-fourth said-bowel said-movement said-day said-regular said-fifth said-next said-rule said-take said-bath said-week said-forget said-wash said-behind said-ears
coo.31924003473893	Kenneth	coo.31924003473893|Kenneth	m	1942	resting raise stay looked faint says feels had walk sat remarked put wash going like leaving begged walk said said stood head arms desk head desk eyes forehead aches pulse pulse mouth head hand belt face office room patient mother record pale sick was-see was-send was-carry was-carry was-carry was-carried was-ask was-forgot was-got said-breakfast said-hospital said-appendix said-young
coo.31924003473893	Gustav	coo.31924003473893|Gustav	m	1942	made found heard come were fainted lying coming move father burden aware was-move was-pulling was-carry was-take was-carry was-got was-put
coo.31924003473893	Mrs.Swenson	coo.31924003473893|Mrs.Swenson	f	1942	insisted looked called ran found saw ran called ran looked ran said watch voice dress underclothes skin sleeve arm bed was-followed said-children said-yes said-maybe said-save said-chickens said-oh said-gustav said-around said-doctor said-oh said-please said-daughter said-terribly said-burned
coo.31924003473893	Mrs.Paulos	coo.31924003473893|Mrs.Paulos	f	1942	stirring caught feel steadied caught saw looked said kissed said said read needle dress eyes forehead thrifty said-mother said-dimitri said-watched said-carefully said-give said-glass said-hot said-milk said-toast said-bed said-cut said-hard said-bread said-white said-snow said-eyes said-looked said-blind said-school said-girl said-fainted said-put said-floor said-open said-window said-teacher said-gave said-teaspoonful said-aromatic said-spirits said-ammonia said-half said-glass said-water said-opened said-eyes said-kitchen said-hot said-learn said-soon said-red said-cross said-class said-home said-nursing said-show said-fix said-first-aid said-shelf
coo.31924003473893	Mrs.Riglio	coo.31924003473893|Mrs.Riglio	f	1942	lifted turned want laughed had be cleared put placed waked washed known called kept used recorded leave prepared tried feel checked asked had helped washed rolled looked said felt left husband eyes throat pillow neck mother mother medicine hands orders mother room coat temperature thermometer findings room bath room visit use room room brush teeth spit face well pillow bath back room room things room important careful was-given was-remembered was-asked was-lying was-asked
coo.31924003473893	Mr.Torrey	coo.31924003473893|Mr.Torrey	m	1942	looked took looked exclaimed sister said-oh said-ma said-sniffle said-cold said-stay said-home said-tomorrow said-mother said-son said-stay said-home said-today said-probably said-tomorrow said-school said-today said-probably said-home said-tomorrow said-next said-day said-next said-harm said-others said-colds said-grow said-big said-colds said-big said-colds said-pneumonia
coo.31924003473893	Rose	coo.31924003473893|Rose	m	1942	working agreed hurried took fixing tried rub boss job help quick was-tired was-reminded was-asked was-showed was-showed was-reminded said-rosy said-quick said-mother said-sick
coo.31924003473893	Dr.Carpenter	coo.31924003473893|Dr.Carpenter	m	1942	see needs came promised turned wanted coming voice said-okay said-show said-boys
coo.31924003473893	MissKlein	coo.31924003473893|MissKlein	f	1942	see nodded took finished saw took smiled threw be feel held smiled caught added forgot hung took work notebook was-ask was-begged was-gone said-call said-father said-ask said-dr. said-carpenter said-try said-nap said-needs said-dose said-castor said-oil said-course said-fuss-budget said-taking said-chances said-bad said-appendix
coo.31924003473893	Mr.Warburg	coo.31924003473893|Mr.Warburg	m	1942	say looked seemed said was-caught said-because said-th6 said-pain said-due said-appendicitis said-walk said-school said-room said-fear said-rupturing said-infected said-appendix
coo.31924003656406	Mr.Cutts	coo.31924003656406|Mr.Cutts	m	1933	ran had took spoken said took showed found said felt child text choice temper part was-meet was-approach was-meet said-miss said-behaved said-lady said-plays
coo.31924003656406	Joan	coo.31924003656406|Joan	f	1933	came talk ate stuffed announced going sat gluttony was-hurried was-retreated said-please said-miss said-hall said-feel said-sick
coo.31924003656406	Mrs.Daniels	coo.31924003656406|Mrs.Daniels	f	1933	bustled drew replied pushed went stood clattered wear came introduced cried applying screamed going visits visit cried flopped went paused responded said glanced added rambled protested rose chuckled dropped said farm hair forehead proportions tone knees energy alertness power voice to-day farm efficiency fowls mare forelegs face stout was-had was-found was-brought was-showed was-accompanied said-eggs said-course said-pleasure said-hens said-laying said-rather said-bad said-wet said-weather said-expect said-rose said-run said-round said-find said-half said-dozen said-eggs said-miss said-bridgeworth said-sharp said-heard said-latest said-news said-gentleman said-labourer said-oh said-bad said-miss said-bridgeworth said-shillings said-oh said-evening said-miss said-bridgeworth said-heard said-news said-thought said-round said-husband said-far said-tired said-to-night said-ready said-hear said-lips said-mine said-engaged said-married said-hill said-henford said-humming said-hawing said-weeks said-fixed said-husband said-real said-pleased said-thank said-goodness said-hill said-taken said-difficulty said-nice said-steady said-lad said-father said-tartar said-miser said-mean said-sort said-pinch said-eyes said-back said-holes said-worked said-lads said-hard said-scarcely said-given said-bit said-pocket-money said-seen said-hill
coo.31924003656406	Helen	coo.31924003656406|Helen	f	1933	came is wears wear replied has regards finished had conceded altered said becoming replied went came said humouring get came asked made cautioned laid came lighted drew brought tidied beat went said examined said told brought dividing entered said retired comes unfastened came looked began replied said says says deplored disliked announced trembled indulge announced came swept said replied added withdrew is is chided inquired make laughed said made asked have found has had spend asked surprised murmuring plunged said went cleared swept said went began taken cut said was lifts replied began interrupted hesitated replied announced came asked whisked said say put took said asked replied went continued made said paused talked said were entered preparing stood was said placed said was had been nose face neck independence position work cap always mouth lips choice success face satisfaction surroundings attention sewing-machine upstairs fur room manner heart expression feet reproof mouth ??? work sense hands day off remonstrances face mind enthusiasm full attitude head part question hand counsel hair tragedy heart sympathy words different sure busy gleeful right ??? subject cramped happier alert woman full red pale was-greet was-watched was-had was-asked was-asked was-replied was-told was-told was-astonished was-told was-mollified was-tell was-told was-confined was-told was-silenced was-told was-called was-hustled was-win was-thank said-thank said-miss said-believe said-uniform said-bidderley said-meandered said-along said-quiet said-extremes said-apt said-thinking said-weight said-question said-direction said-mean said-help said-becoming said-introspective said-miss said-bridgeworth said-besides said-rather said-extreme said-big said-city said-ordinary said-unnoticed said-servant said-miss said-bridgeworth said-maid said-miss said-sure said-soup said-cold said-need said-something said-hot said-night said-morning said-miss said-yes said-miss said-books said-odyssey said-robinson said-crusoe said-travels said-donkey said-cevennes said-lavengro said-perhaps said-oh said-minor said-sea said-read said-miss said-kitten said-choose said-really said-miss said-beauties said-better said-toss said-perhaps said-stronger said-asked said-higson said-please said-miss said-eggs said-house said-need said-custard-sauce said-to-night said-thank said-miss said-please said-miss said-scraping said-carrots said-wondering said-passers-by said-talking said-thing said-singing said-besides said-talking said-bad said-enough said-concerned said-successful said-birds said-nesting said-miss said-quite said-thank said-found said-lots said-nests said-eggs said-oh said-matter said-market said-market said-please said-miss said-batty said-door said-wants said-speak said-top said-why said-yes said-please said-miss said-working said-outside said-sorry said-miss said-fault said-ought said-joiner said-sitting-room said-hands said-covered said-dough said-told said-show said-curtain-pole said-jobs said-ought said-done said-yes said-need said-help said-oh said-lots said-hungry said-miss said-hot said-weather said-frightfully said-close said-to-day said-suffocating said-bee-house said-long said-try said-eat said-cutlets said-beautifully said-tender said-cry said-ill said-troubling said-miss said-something said-mcready said-oh said-watched said-gone said-wrong said-happened said-upset said-experiences said-perhaps said-able said-help said-ever said-thought said-asking said-same said-thing said-far said-reason said-look said-back said-find said-given said-lot said-hints said-caring said-quite said-lot said-suppose said-mcready said-trying said-signs said-real said-affection said-part said-find said-afraid said-blind said-watched said-seen said-rebuffed said-along said-line said-encouraged said-friend said-held said-arm said-length said-tried said-anything said-sorts said-ways said-patient said-mcready said-cave-man said-sort said-try said-take said-storm said-waiting said-until said-ready said-show said-miss said-feeling said-soon said-blinding said-feelings said-fighting said-love said-natural said-running said-risk said-flinging said-happiness said-away said-awake said-feelings said-realize said-try said-next said-give said-something said-respond said-warm said-cutlets said-try said-eat said-something said-miss said-alright said-feel said-company said-someone said-talk said-ring said-bell said-miss said-want said-help said-night said-miss said-hope said-sleep said-show said-feeling said-anybody said-life said-worth said-suggest said-anything said-felt said-feeling said-send said-away said-altogether said-besides said-felt said-end said-done said-waited said-happy said-waiting
coo.31924003656406	StellaEvans	coo.31924003656406|StellaEvans	f	1933	approached withdrew behaved cried rose said-funny said-burst said-bee-sting said-burst said-tea said-village said-blacksmith
coo.31924003656406	Margaret	coo.31924003656406|Margaret	f	1933	established pays disapproves stoops has wears left stayed came brings trust proceeded said strewed unearthed said placed brought said commented took explained had elected holding training rested refused said changed said pushes staying found came scoffed seen thinks thinks inroads years nose hair i gowns appearance visit luggage dresses trunk burrowing visit forces embroidery head artillery room manner tactics visit insinuations spirit grace fullness own criticisms opinion woman tall capable glutton polite was-treating was-introducing was-waved said-dear said-something said-brought said-hang said-house said-terribly said-worried said-live said-nothing said-hand said-case said-fire said-oil said-lamps said-extremely said-dangerous said-really said-consider said-toffee said-eat said-night said-acceptable said-told
coo.31924003656406	Mr.Sutcliffe	coo.31924003656406|Mr.Sutcliffe	m	1933	came was wanted said laughed says wasting had said loved done illness ??? name sexton was-told was-brought was-gone said-course said-give said-living said-months said-ago said-brought said-back said-martinfield said-loved said-place said-wanted said-die said-gone said-tree said-lives
coo.31924003656406	Luke	coo.31924003656406|Luke	m	1933	is went spoke going tried has track cry approach thinks has calls thinks say brings likes is knows dying thinks said understands has nodded lived belonged had be had have turned had did illness hand time presence face dealings lair delight garden bee-keeping hives bees father garden fingers wife presence wife wife life fathers sons burial sons wife children bad essence tortured dead was-see was-regarded was-filled was-taught was-see was-assail was-comforted was-approach was-help was-known said-pretty said-bad said-believe said-suffering said-poor said-fellow said-god said-law said-god said-law said-puzzle-boxes said-new-fangled said-notions said-best said-miss
coo.31924003656406	Madge	coo.31924003656406|Madge	f	1933	brought said was had approached withdrew behaved rose recited sat fat was-stung said-afraid said-bees said-wo said-sting said-flodden
coo.31924003656406	McReady	coo.31924003656406|McReady	m	1933	said laughed raised laughed came spoke replied turned meditated said said been pointed said having went said like asked scratched carrying asked broke went replied retaliated said commenced called was said turned went muttered intend said entered asked said chose sang said said added went sang sang fell found spoken continued broke is shook replied smiled said ran commented began made working let was climb howled remarked landed faring want come stood gazed replied replied having smiles turned jested agreed conceded remarked nodded broke pressed said looking appeared asked admired lay said was flicked went flashed said sat drowned said lighted said demurred said laughed went had said died waved said got kept said went was sitting saying asked went said introduced called began began thrashing picked went cried started cried started grasped cried tried speak waved assured smiled replied had marry grown said asked looking replied turned came trying find put waiting hat attention horse breath friendship compliments eyes hand theme head face way cheek face cheek mouth hand eye tone sense spirits face parentage condition love nature tone feet hands occupation chair thoughts cigarette chair cigarette tea-cup problems arm head mind blundering arms elders part mind arm temper turn grasp voice tone hands life orbit voice eyes moods enthusiastic something deficient gallant giant patient sort was-asked was-responded was-centred was-lent was-announced was-begged was-cried was-exclaimed was-thanked was-left was-introduced was-asked was-seen was-assured was-replied was-replied was-replied was-arrest was-told was-chaffing was-left was-kill was-hurt was-pull was-grasped was-replied was-known was-clutch was-rebuffed was-encouraged was-held was-tried was-show said-entirely said-draw said-line said-winter said-mist said-fog said-cold said-uncomfortable said-simply said-eye said-artist said-damp said-chilling said-marrow said-sorry said-friendly said-dog said-protection said-need said-watch-dog said-living said-alone said-place said-quiet said-stretch said-road said-busy said-stocks said-garden said-apparently said-justify said-existence said-same said-heels said-trouble said-horns said-rather said-risk said-heels said-cow said-concerted said-stings said-hive said-bees said-varley said-buried said-quite said-anyone said-feel said-alone said-died said-something said-something said-olden said-days said-gone said-back said-mean said-exactly said-olden said-days said-folk said-shamefully said-ignorant said-superstitious said-daily said-round said-long said-inconvenience said-besides said-thing said-start said-regretting said-days said-stop said-why said-return said-towns said-christmas said-card said-picturesqueness said-pestilential said-gutters said-chivalry said-height said-marauding said-self-assertive said-barons said-constant said-disturbers said-peace said-early said-monks said-illuminating said-manuscripts said-lonely said-monasteries said-half said-covered said-forest said-bog said-infested said-wolves said-regret said-longer said-flint-chipping said-savages said-points said-facetious said-apologize said-appearing said-work said-back said-hat said-sorry said-disturb said-sing said-awfully said-nice said-voice said-sing said-suppose said-lady said-oh said-appropriate said-end said-thanks said-idea said-enjoyed said-singing said-different said-pretty said-maid said-birds said-nesting said-sir said-nobody said-asked said-sir said-excellent said-excellent said-excessive said-security said-seems said-civilization said-tending said-comfortable said-secure said-lessening said-opportunities said-exercise said-grit said-endurance said-reducing said-extent said-conflict said-untoward said-circumstances said-contrary said-laws said-human said-progress said-nature said-seek said-comfort said-security said-far said-also said-nature said-look said-become said-human said-dodo said-unless said-course said-command said-science said-succeeds said-keeping said-alive said-bad said-finished said-tea said-back said-lanes said-forget said-dodos said-jolly said-strawberry said-jam said-thanks said-awfully said-sorry said-put said-armour said-jolly said-thing said-st. said-virgins said-stings said-formidable said-crowd said-chanced said-vex said-theni said-oh said-pray said-mention said-pleasure said-madam said-looking said-back said-life said-though said-reality said-lived said-several said-lives said-reached said-age said-yes said-feel said-rather said-probably said-course said-life said-abrupt said-breaks said-yours said-war said-instance said-others said-thoughts said-imaginings said-become said-morbid said-younger said-long said-keep said-relation said-present said-future said-themselves said-memories said-often said-melancholy said-enervate said-vitiate said-present said-life said-often said-conscious said-winding-sheet said-around said-look said-back said-rightly said-life said-back said-life said-nations said-civilizations said-often said-inspiration said-present said-action said-model said-future said-keep said-forward said-gaze said-main said-really said-living said-alive said-truism said-wonder said-whether said-quite said-aware said-often said-aware said-truisms said-preaching said-impertinent said-forgive said-afraid said-anyway said-look said-apple-trees said-daniels said-fruit said-year said-reason said-sometimes said-wondered said-sure said-thank said-stupid said-sort said-story said-confession said-really said-reflecting said-glory said-either said-anyway said-take said-plunge said-thanks said-splendid said-gone said-altogether said-shows said-oh said-please said-glad said-cared said-oo said-honey said-sweethearts said-give said-give said-giant said-killer said-mcready said-giant said-kill said-oo said-hurting said-chumps said-unkind said-aunt said-hit said-lady said-chumps said-climb said-heat said-buzzing said-millions said-flies said-round said-head said-perhaps said-trespassing said-terribly said-afternoon said-answer said-pan said-call said-commune said-mine said-mine said-mission said-naiad said-enthral said-hearts said-tired said-feel said-obligation
coo.31924003656406	Enid	coo.31924003656406|Enid	f	1933	knocked retorted clumsy was-pushed was-retaliated said-pig said-helpings said-strawberries said-cream said-jelly said-slices said-plum said-cake said-chocolate said-cream said-cakes said-rude said-notice said-people said-eating said-bound
coo.31924003656406	John	coo.31924003656406|John	m	1933	lighted said took slipped said say calls comes given came proffered skipped waved meant cared think helping came entering was raised replied went insisted persisted came cried took asked cried pressed ??? spoke replied comradeship arm help hat action bantering kiss denunciation workingclothes hat eyes hands shoulders tone arms head love serious more was-assented was-saw said-suppose said-want said-oh said-give said-bike said-wo said-call said-naiad said-thing said-chumps said-commonplace said-devil said-damned said-tired said-better said-round said-find said-abominable said-black said-veil said-look said-world said-savage said-witchdoctor said-better said-heat said-perfectly said-oh said-ho said-friendship said-friendship said-quite said-fit said-case said-oh said-goose said-obsessed said-platonic said-friendship said-idea
coo.31924003656406	Mr.Harris	coo.31924003656406|Mr.Harris	m	1933	is saw gave believed found tried rival wife sidesman was-incensed was-inclined
coo.31924003656406	Mrs.Varley	coo.31924003656406|Mrs.Varley	f	1933	said worn had lives insisted gave husband lantern was-backbiting said-bonny said-wench said-days said-big said-houses
coo.31924003656406	Doris	coo.31924003656406|Doris	f	1933	began yelled retreated trembling continued looked sat interrupted continued say sat bid told had face veil face look bee-sting face nervous was-pushed was-stung was-followed was-stung was-reassured was-replied said-miss said-bridgeworth said-bee-stings said-ever said-burst said-feel said-though said-face said-jiggered
coo.31924003656406	Batty	coo.31924003656406|Batty	m	1933	lives calls wearing has knows tell hates going claimed has meets is stops has has presents tries came appearing said wore stuck disappeared clothes face eyes excitement forefinger hat able quick blue pleased sure was-bother was-tell was-doomed was-tease was-called was-meet was-pointed was-brought was-sent said-granddad said-evening said-market said-to-day said-miss said-miss said-help said-carry said-back said-once said-blithering said-idiot
coo.31924003656406	Robert	coo.31924003656406|Robert	m	1933	is makes makes going had arranged had saw answered agree settle mind head grandmother hands was-told was-move
coo.31924003656406	Mr.Peterson	coo.31924003656406|Mr.Peterson	m	1933	stopped was took replied took returned got said forgotten thinks read known themes anxiety manner was-took was-liked said-worse said-varley said-heard said-ill
coo.31924003656406	Waldo	coo.31924003656406|Waldo	m	1933	flung lay came howling learned came said flopped gave listening growled stood had said knows said looked trembled dashed head paws head ear head nostrils throat collar dreams tail grace approval manner inclination turn slow more vigorous was-take was-took was-convinced was-asked was-quietened was-tease said-jolly said-day said-yes said-grand said-day said-bees
coo.31924003656406	Mr.Adams	coo.31924003656406|Mr.Adams	m	1933	has attending had had finished stopped shop manner teeth narration manager
coo.31924003656406	Mrs.Powell	coo.31924003656406|Mrs.Powell	f	1933	removed came gushed looked envy said-oh said-dear said-knpw said-joy said-dry said-house said-foundations said-cavity said-walls said-amenities said-electric said-light said-picture said-mouldings said-endured said-paddock said-cottage said-long
coo.31924003656406	HenryMorden	coo.31924003656406|HenryMorden	m	1933	preaches said stirred doubt visits tea sons type stables man suspicious familiar was-suspected said-heard said-found said-somewhere
coo.31924003656406	Simon	coo.31924003656406|Simon	m	1933	heard leered exaggerated won cap jealousy said-whip said-stirrup said-car said-broke said-whip said-stirrup
coo.31924003656406	MissWorthington	coo.31924003656406|MissWorthington	f	1933	is been came saying saw said said saw said said looked asked persisted lectured felt gone said spoke went imagines has help does anything kind was-keep was-told was-told was-frightened was-keep
coo.31924003656406	MissWeston	coo.31924003656406|MissWeston	f	1933	lives has lives going came had said behaved did approach found making lives has carries moves takes aims took superiority words nose dog dog aunt activities flirtations relationships mentality eyeglasses firm girls class frock haughty worshipper was-approached said-cutts said-spoken said-civilly said-lost said-temper said-willing said-meet said-pay said-child said-frock
coo.31924003656406	Mr.Falconer	coo.31924003656406|Mr.Falconer	m	1933	knows brings motioned said swallowed made went stopped said mused ventured eyed thought fenced rose said strode coffee head tale words intelligence seat cardigan was-asked was-brought was-leave was-liked said-ay said-everyone said-real said-sorry said-liked said-anything said-except said-tree said-miss said-bridgeworth said-row said-limes said-kept said-neat said-trimmed said-vicar said-touched said-cutting said-limbs said-dead said-queer said-take said-someone said-wiser said-explain said-ah said-lots said-folly said-seems said-raps said-likely said-sutcliffe said-done said-thank said-coffee said-warmed said-fine
coo.31924003716937	Bridget	coo.31924003716937|Bridget	f	1935	had lived kept like used say run cried see going wandered gone met felt found asked said said wailed said had was felt opened were said said cry said stood said said said turned thought thought remembered thinking thought seen felt thought said walk showed showed showed showed starting got watched lay asked wants has like shouted stood seen had groaned said thought done found fly have said walked heard saw said stood said whispered agreed took was suggested kept saw arrived fastened trembling grew exclaimed asked said thought said managed help said curtseyed confessed asked sighed story bee dolls by foot feelings frock surprise eyes eyes wings mind sting cells eyes eggs hand surprise coat eyes eyes feet pocket legs wings eyes opinion gate bigger glad tired pale interested longing fast girl was-pulled was-cried was-asked was-whispered was-inquired was-hurried was-led was-surrounded was-feeding was-horrified was-asked was-showed was-showed was-deafened was-cried was-whispered was-liked was-cried was-reminded was-whispered was-support was-whispered was-cried was-shocked was-cried said-call said-hate said-bees said-sting said-name said-rude said-c-call said-b-busy said-bee said-y-yes said-oh said-yes said-magic said-sisters said-rather said-fun said-drone said-poor said-earth said-choose said-between said-tired said-evening said-bed said-sleep said-work said-work said-work said-whole said-lives said-oh said-poor said-love said-babies said-afraid said-babies said-catch said-cold said-die said-besides said-dust said-nurses said-cross said-because said-job said-keep said-cells said-clean said-look said-something said-really said-exciting said-queen said-bee said-bees said-nice said-natures said-oh said-cruel said-bees said-rather said-nasty said-natures said-nectar said-pollen said-eggs said-lay said-day said-matter said-luck said-sting said-oh said-yes said-oh said-dear said-goodness said-sake said-stop said-telling said-minute said-bit said-magic said-yours said-want said-wings said-pair said-quite said-enough said-afraid said-dreadfully said-fat said-oh said-dear said-beaten said-oh said-look said-nasty said-smell said-winter-time said-snail-shell said-hard said-stone said-why said-lie said-sleep said-bit said-tired said-done said-to-day said-sweet said-surely said-wo said-allow said-work said-already said-supposing said-queen said-forgotten said-lay said-eggs said-queen-cells said-horrible said-glad said-killed said-anyhow said-curtsey said-queen said-muddle said-stop said-honey said-eat said-oh
coo.31924013236355	Whitaker	coo.31924013236355|Whitaker	m	1929	saw gone meant couldn repeating tumed heard heard convert came faced played banged got over-reached study mind eye sort full bat was-known was-lay was-told was-remind was-yelled
coo.31924013236355	Camus	coo.31924013236355|Camus	m	1929	lulled went wished spend realised loved sought despised returned disappoint life duty was-lulled was-called
coo.31924013236355	Jeffries	coo.31924013236355|Jeffries	m	1929	raged ran led played plays ??? is said followed was is cap sel captain ubiquitous to-day fellow dead was-know was-known
coo.31924013236355	Collins	coo.31924013236355|Collins	m	1929	got came lay had applied take made made bought scrambled entered made prepared seen snatched coming comes comes comes delivered bore kicked steered brought caught care swaggered were scored overworking charge played said returned said considered had went hitting walked mind shot answer desk success hair eyes nose jersey back feet light name bad good sight stu was-caught was-save was-moming was-mumbled was-telling
coo.31924013236355	Keats	coo.31924013236355|Keats	m	1929	speaks felt found found written form prophets life quest own ode was-reads was-led
coo.31924013236355	Rudd	coo.31924013236355|Rudd	m	1929	spectacled looked countenance was shaved wash was showed wash play working wishes jerked sitting had let studied began have rose said got was doesn loathed given found drop thought palpitating was made regretted spoke said stop tried dance said waiting called appear had mind had taking hurt walking detained thought began ??? deprived tried taking said read pointed said read said look go look wished padded delivered followed delivered had shifted strode taken took ceased came walked put turned began lost shifting shifted been smashed had done left ruined reasoned legs body clothes privileges audacities temper head bill father existence failings brains name failures position dormitory candle strength troubles feet study ignominy hand hand nervousness feet scholar tall fellow nuisance disgrace good frightened type good prefect able hall-keeper reed head able clean was-looked was-allowed was-bore was-immersed was-ragging was-tell was-forgiven was-hated was-shipping was-taken was-outdone was-fetch was-detained was-made was-drag was-help was-stammered was-tap was-back was-regarded was-overcome was-told was-perched was-known
coo.31924013236355	Lunn	coo.31924013236355|Lunn	m	1929	depicted judged cursed thought knows talking went saw cursed was said experiences school house innermost proud rid was-caught
coo.31924013236355	Femhurst	coo.31924013236355|Femhurst	u	1929	produced made made owned tumed lay stood stood won was taught passion province was-run was-left was-concerned
coo.31924013236355	Hazlitt	coo.31924013236355|Hazlitt	m	1929	talks thinks knocked ??? leamt ??? knock read take stole let got ??? collapsed told sit left drove don played playing talking was said meant knew got think replied have realised head accord name hat feet mind offer face half-way help was-posted was-quieted was-get was-teaching was-bullying was-bullying was-hitting was-cursed was-playing was-telling was-lay was-lay was-forgot
coo.31924013236355	Akerman	coo.31924013236355|Akerman	m	1929	want had began learned imagine went prefaced made think going forgot collected speech absurd afraid was-left
coo.31924013236355	Kennedy	coo.31924013236355|Kennedy	m	1929	mumble said used cove come had lose smiled rep. trousers top nervous
